twolev_1,twolev_2,twolev_3,twolev_4,twolev_5,twolev_6,twolev_7,twolev_8,twolev_9,twolev_10,twolev_11,twolev_12,twolev_13,twolev_14,twolev_15,twolev_16,twolev_17,twolev_18,twolev_19,twolev_20,threelev_1,threelev_2,threelev_3,threelev_4,threelev_5,threelev_6,threelev_7,threelev_8,threelev_9,threelev_10,threelev_11,threelev_12,threelev_13,threelev_14,threelev_15,threelev_16,threelev_17,threelev_18,threelev_19,threelev_20,fourlev_1,fourlev_2,fourlev_3,fourlev_4,fourlev_5,fourlev_6,fourlev_7,fourlev_8,fourlev_9,fourlev_10,fourlev_11,fourlev_12,fourlev_13,fourlev_14,fourlev_15,fourlev_16,fourlev_17,fourlev_18,fourlev_19,fourlev_20,fivelev_1,fivelev_2,fivelev_3,fivelev_4,fivelev_5,fivelev_6,fivelev_7,fivelev_8,fivelev_9,fivelev_10,fivelev_11,fivelev_12,fivelev_13,fivelev_14,fivelev_15,fivelev_16,fivelev_17,fivelev_18,fivelev_19,fivelev_20,sixlev_1,sixlev_2,sixlev_3,sixlev_4,sixlev_5,sixlev_6,sixlev_7,sixlev_8,sixlev_9,sixlev_10,sixlev_11,sixlev_12,sixlev_13,sixlev_14,sixlev_15,sixlev_16,sixlev_17,sixlev_18,sixlev_19,sixlev_20,sevenlev_1,sevenlev_2,sevenlev_3,sevenlev_4,sevenlev_5,sevenlev_6,sevenlev_7,sevenlev_8,sevenlev_9,sevenlev_10,sevenlev_11,sevenlev_12,sevenlev_13,sevenlev_14,sevenlev_15,sevenlev_16,sevenlev_17,sevenlev_18,sevenlev_19,sevenlev_20,eightlev_1,eightlev_2,eightlev_3,eightlev_4,eightlev_5,eightlev_6,eightlev_7,eightlev_8,eightlev_9,eightlev_10,eightlev_11,eightlev_12,eightlev_13,eightlev_14,eightlev_15,eightlev_16,eightlev_17,eightlev_18,eightlev_19,eightlev_20,ninelev_1,ninelev_2,ninelev_3,ninelev_4,ninelev_5,ninelev_6,ninelev_7,ninelev_8,ninelev_9,ninelev_10,ninelev_11,ninelev_12,ninelev_13,ninelev_14,ninelev_15,ninelev_16,ninelev_17,ninelev_18,ninelev_19,ninelev_20,tenlev_1,tenlev_2,tenlev_3,tenlev_4,tenlev_5,tenlev_6,tenlev_7,tenlev_8,tenlev_9,tenlev_10,tenlev_11,tenlev_12,tenlev_13,tenlev_14,tenlev_15,tenlev_16,tenlev_17,tenlev_18,tenlev_19,tenlev_20,elevenlev_1,elevenlev_2,elevenlev_3,elevenlev_4,elevenlev_5,elevenlev_6,elevenlev_7,elevenlev_8,elevenlev_9,elevenlev_10,elevenlev_11,elevenlev_12,elevenlev_13,elevenlev_14,elevenlev_15,elevenlev_16,elevenlev_17,elevenlev_18,elevenlev_19,elevenlev_20,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,cont20,cont21,cont22,cont23,cont24,cont25,cont26,cont27,cont28,cont29,cont30,cont31,cont32,cont33,cont34,cont35,cont36,cont37,cont38,cont39,cont40,cont41,cont42,cont43,cont44,cont45,cont46,cont47,cont48,cont49,cont50,cont51,cont52,cont53,cont54,cont55,cont56,cont57,cont58,cont59,cont60,cont61,cont62,cont63,cont64,cont65,cont66,cont67,cont68,cont69,cont70,cont71,cont72,cont73,cont74,cont75,cont76,cont77,cont78,cont79,cont80,cont81,cont82,cont83,cont84,cont85,cont86,cont87,cont88,cont89,cont90,cont91,cont92,cont93,cont94,cont95,cont96,cont97,cont98,cont99,cont100,totalTargets,numMines,numNonMines,numUndetected,numDetected,numClassified,numMILCOS,numNOMBOS,numNotClassified,numFalseNeg,numFalsePos,completionTime
2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,3,2,3,3,3,2,2,1,2,3,1,2,3,2,3,3,2,2,2,2,2,2,3,1,4,3,1,1,4,4,2,4,2,4,4,1,3,2,4,1,4,3,5,4,5,4,1,3,2,4,4,1,1,1,1,5,2,5,1,6,5,1,5,2,5,2,4,5,4,5,6,3,5,5,4,5,2,4,3,5,1,5,2,7,2,1,5,6,5,3,3,5,4,6,2,5,4,1,7,8,8,8,3,4,6,2,4,2,1,2,4,1,2,3,3,8,1,2,6,9,2,6,2,6,6,9,2,2,4,9,2,2,2,7,9,2,4,4,1,10,3,10,1,1,2,10,10,5,9,1,5,10,5,10,1,10,10,10,3,11,9,6,3,9,3,6,7,1,3,9,3,11,11,4,3,3,6,240,156,390,383,279,446,310,85,408,400,85,62,156,178,487,484,58,508,83,134,42,85,408,432,83,299,321,142,316,136,429,408,448,302,464,142,489,141,244,210,163,100,182,349,15,380,406,254,171,279,448,316,189,131,357,178,177,407,252,408,321,221,263,42,220,189,99,512,275,484,220,275,508,64,277,342,21,409,31,505,206,275,499,332,38,470,252,85,465,42,275,15,430,375,15,220,380,156,418,126,1468,1128.0,340,1,1467.0,1467.0,1128.0,339.0,0.0,0.0,0.0,657590.3732288841
2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,3,1,1,3,2,2,2,2,1,3,1,2,3,3,1,3,2,2,3,3,3,4,1,4,4,3,1,4,1,3,1,4,3,1,4,1,3,3,4,4,5,1,1,3,5,5,2,2,5,3,3,5,2,2,2,3,4,1,6,1,5,3,3,4,2,2,2,5,6,3,3,4,4,5,1,3,3,5,1,7,1,2,5,1,2,1,5,7,4,6,6,7,1,2,1,2,4,4,8,7,7,8,3,8,1,5,5,2,7,5,1,8,8,3,6,1,3,8,9,3,1,1,6,6,4,6,3,9,3,9,3,3,9,6,5,4,6,6,6,7,7,7,1,7,7,10,10,7,7,9,7,5,8,7,7,1,9,3,6,7,7,7,7,7,3,3,11,6,3,7,1,7,7,7,10,3,7,2,90,48,43,192,123,59,344,150,21,156,465,239,293,6,71,321,274,195,282,108,201,68,511,179,187,167,18,186,142,469,75,435,303,321,88,128,131,195,283,57,23,131,416,431,268,171,501,438,29,469,469,334,101,234,6,511,252,214,498,187,201,170,394,101,396,443,172,21,283,59,435,291,392,256,22,101,305,429,26,293,49,511,114,424,271,509,282,75,55,252,484,109,71,309,3,101,259,397,262,59,866,707.0,159,0,866.0,866.0,707.0,159.0,0.0,0.0,0.0,298277.2570860053
2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,3,1,3,2,2,1,2,3,2,2,1,2,2,1,1,1,1,1,3,1,4,2,1,1,3,4,4,2,4,1,4,1,4,2,1,2,4,5,5,3,2,3,3,1,5,4,4,4,4,5,5,5,5,3,4,4,4,6,1,5,3,5,6,4,1,2,2,6,4,2,2,3,2,4,6,2,4,3,5,7,4,2,7,4,5,7,1,1,5,1,3,5,5,7,5,1,5,8,5,8,5,7,5,1,5,3,7,2,7,5,2,5,4,1,2,4,5,5,4,4,4,5,8,6,8,4,4,4,4,4,4,4,4,2,4,8,3,5,10,1,10,10,1,10,7,10,10,10,3,1,1,10,1,2,10,1,6,6,8,5,5,5,7,8,5,8,2,8,3,10,8,8,8,7,5,8,10,169,464,440,405,501,224,38,29,127,297,221,158,369,368,410,386,15,69,313,119,469,368,447,221,224,435,275,52,338,312,71,440,335,127,49,386,169,15,275,409,386,197,42,51,197,127,94,325,221,386,224,174,341,127,369,227,60,218,386,499,54,168,114,410,18,410,98,432,105,368,463,231,410,15,178,29,392,347,297,285,96,266,308,501,278,441,166,202,9,54,132,488,338,170,432,197,341,481,121,82,547,326.0,221,0,547.0,547.0,326.0,221.0,0.0,0.0,0.0,268358.7049208036
2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,3,1,3,3,2,2,2,1,3,3,3,3,3,1,1,4,4,3,2,1,3,3,1,1,1,3,2,1,3,4,2,3,2,3,4,4,5,1,5,4,4,4,5,4,1,1,5,4,3,5,2,4,1,3,3,5,2,5,6,5,2,6,3,2,2,3,5,6,6,5,1,2,2,3,6,5,1,7,7,4,6,7,1,1,7,4,6,1,4,7,1,5,3,7,5,6,8,5,1,4,4,8,6,8,5,1,5,8,8,7,6,5,3,4,6,1,9,3,3,3,9,3,3,3,3,1,3,3,3,3,3,4,2,3,9,9,8,2,3,8,2,8,1,5,8,2,1,2,8,8,2,8,8,2,7,6,9,7,9,5,7,7,7,1,3,7,7,8,1,7,7,10,7,7,3,111,425,5,101,229,403,190,50,339,205,189,167,2,385,419,352,205,445,288,423,50,488,388,326,502,13,346,167,75,205,23,23,230,188,470,463,352,13,445,436,111,376,190,458,216,50,252,188,52,216,37,99,31,226,398,470,333,296,403,143,160,317,262,348,135,1,26,88,100,207,482,288,463,248,103,65,40,188,90,315,370,160,285,232,427,172,119,126,352,445,13,143,88,78,152,188,470,497,225,188,1114,607.0,507,0,1114.0,1114.0,607.0,507.0,0.0,0.0,0.0,847369.6574752388
2,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,3,2,1,1,1,3,1,3,2,2,2,3,2,1,2,1,3,2,1,4,1,4,3,2,3,3,4,4,2,3,1,1,2,3,4,2,1,1,3,4,2,4,2,3,2,2,5,5,4,1,2,5,1,1,3,2,1,2,6,3,6,4,4,6,3,5,2,6,6,6,6,6,6,2,2,5,2,2,1,2,2,5,6,3,7,7,3,5,3,3,5,2,1,1,2,7,5,2,6,6,4,5,2,4,8,4,2,2,5,7,4,1,1,2,7,2,6,6,8,6,6,3,4,6,5,3,3,9,3,5,6,9,6,6,5,1,9,3,1,7,4,7,7,1,7,1,7,1,7,7,7,7,7,1,7,7,7,6,7,1,9,1,11,7,11,1,1,4,11,1,4,1,5,11,6,1,11,9,251,187,210,361,404,17,72,21,318,335,90,452,108,317,285,489,133,497,264,223,55,37,149,265,3,405,296,440,90,298,510,257,176,25,490,417,165,489,373,31,53,317,261,200,497,410,257,176,108,121,416,41,149,484,165,270,191,266,90,440,367,412,10,506,292,142,183,35,355,279,41,416,129,207,174,7,332,384,444,166,119,497,142,341,330,330,109,143,477,121,176,446,90,469,265,373,113,100,379,166,1471,1023.0,448,0,1471.0,1471.0,1023.0,448.0,0.0,0.0,0.0,1355054.611544263
1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,3,3,1,3,3,3,1,1,3,2,3,1,3,3,2,3,1,3,4,1,2,3,1,1,1,2,2,4,4,2,1,4,2,2,3,3,1,4,5,4,1,2,2,2,5,3,2,1,4,2,5,2,2,3,4,1,4,5,6,5,4,3,6,1,4,5,1,4,3,4,2,2,3,6,2,1,1,3,7,7,4,1,2,6,7,3,3,2,5,4,1,1,3,4,6,7,6,3,7,8,8,1,2,3,2,4,7,2,5,8,2,2,6,1,2,7,9,5,3,6,5,6,5,1,6,5,6,3,5,5,5,5,3,8,5,3,6,9,2,9,9,1,2,10,9,3,9,4,2,8,5,1,9,1,8,7,4,7,10,8,8,3,2,7,8,6,8,8,7,2,2,5,4,7,8,3,74,385,465,40,63,108,286,363,210,110,281,363,41,17,223,423,363,465,294,132,13,13,338,417,210,178,473,220,161,504,391,413,427,95,144,502,170,131,117,466,170,45,350,152,13,467,208,249,484,208,103,8,447,144,404,169,156,53,496,192,3,467,323,208,12,284,227,358,66,358,420,481,46,103,323,326,284,104,38,55,305,41,125,116,139,105,88,481,317,244,326,220,103,427,317,192,473,104,271,404,1821,731.0,1090,0,1821.0,1821.0,731.0,1090.0,0.0,0.0,0.0,840005.8995192458
2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,3,2,2,1,2,3,3,1,1,1,2,3,3,1,1,3,3,2,2,3,1,1,4,1,1,1,3,2,4,1,1,2,4,3,3,3,3,4,4,1,1,4,5,4,2,1,2,5,4,2,5,4,2,1,4,4,4,2,1,5,5,2,3,4,2,6,5,2,3,1,1,2,1,4,6,6,3,6,2,4,4,3,4,2,5,4,5,2,3,2,5,7,2,5,5,2,7,4,8,8,1,5,3,8,3,6,5,3,4,3,6,2,5,5,5,3,7,1,9,9,8,1,4,5,2,1,8,1,8,3,1,8,3,8,3,4,8,1,8,2,8,8,2,2,8,8,8,5,2,6,2,8,2,8,2,8,8,8,6,7,7,4,1,3,7,7,7,10,7,7,10,7,11,7,11,1,1,5,255,189,409,91,257,237,293,373,466,226,449,9,337,504,429,13,357,183,200,266,148,75,504,161,28,102,367,138,152,466,117,207,510,153,504,406,183,148,404,364,42,337,320,320,391,42,504,429,452,477,466,107,138,101,271,44,167,9,115,171,327,56,224,172,117,256,477,204,135,42,107,7,237,495,356,495,133,293,213,135,138,290,429,221,216,19,300,429,411,84,354,350,102,119,135,504,459,90,48,411,1238,129.0,1109,0,1238.0,1238.0,129.0,1109.0,0.0,0.0,0.0,169755.9862294773
2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,3,3,3,2,2,2,1,3,2,3,3,1,3,3,3,1,4,1,4,3,2,4,3,1,2,3,1,1,4,2,1,3,3,3,2,4,1,4,5,4,3,4,1,3,2,2,5,4,4,2,2,5,1,4,4,5,1,1,5,2,6,1,1,4,1,1,6,1,2,6,1,2,6,1,4,5,6,4,2,3,5,2,6,3,1,7,1,7,6,2,7,7,4,2,7,1,4,6,6,1,6,2,7,4,3,2,6,3,6,1,1,6,6,8,2,1,3,1,6,6,1,9,3,9,1,6,6,1,1,2,1,9,8,8,9,9,1,5,5,5,7,5,5,10,5,5,5,9,5,5,1,8,5,5,5,2,5,10,9,10,10,10,10,10,2,10,10,1,10,10,1,1,7,1,10,11,124,220,428,115,98,208,242,465,445,152,228,28,470,230,371,354,93,327,462,409,310,28,278,341,145,452,292,247,485,445,159,103,398,290,341,482,282,398,28,287,445,272,202,120,445,316,19,6,400,310,426,159,193,80,485,445,127,298,445,39,329,29,430,459,426,424,411,36,50,182,445,92,354,424,302,68,247,386,125,386,239,114,201,201,192,6,110,182,26,386,310,327,470,93,247,358,35,209,459,290,2022,1239.0,783,0,2022.0,2022.0,1239.0,783.0,0.0,0.0,0.0,1617020.8474619724
1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,3,2,2,2,1,1,2,2,2,3,3,2,1,1,3,3,1,1,3,3,1,4,3,1,2,3,4,2,4,3,1,3,3,4,3,3,3,5,5,3,5,3,4,2,4,2,5,1,4,4,4,4,2,4,4,3,3,2,3,6,4,5,3,1,4,2,2,2,2,1,1,3,1,2,2,2,6,5,7,5,6,4,7,4,1,5,7,6,5,6,6,4,7,1,7,2,3,6,2,4,5,5,3,1,7,1,6,7,4,8,8,8,1,6,8,3,3,6,7,7,9,3,1,9,6,1,7,7,2,1,9,9,7,9,4,2,1,8,4,10,9,4,4,4,8,9,10,4,2,4,4,6,9,4,4,9,3,8,2,8,8,3,8,8,8,2,10,2,8,8,8,8,8,10,8,2,2,496,333,392,326,182,96,456,455,123,310,68,123,53,163,493,496,279,174,161,103,236,146,204,355,212,22,490,99,307,279,377,203,111,163,307,149,221,125,267,233,221,310,268,121,238,207,365,184,307,300,486,68,328,217,415,5,286,294,203,129,271,332,156,279,437,271,329,73,238,388,68,439,366,371,151,163,508,344,397,497,103,328,27,169,98,447,441,355,271,6,149,125,80,336,490,369,500,238,281,6,774,758.0,16,0,774.0,774.0,758.0,16.0,0.0,0.0,0.0,399926.20070309413
2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,3,3,2,2,1,2,2,2,2,2,3,2,1,2,1,3,1,3,4,3,3,3,4,1,1,3,3,4,3,2,3,2,3,4,3,3,1,2,2,3,2,1,3,2,4,5,4,2,5,4,2,4,2,2,1,2,4,1,6,6,1,1,2,4,2,5,5,5,4,1,2,6,4,3,2,4,3,5,1,5,3,7,5,2,4,4,2,1,4,5,2,2,7,4,7,4,2,7,5,2,8,1,8,6,6,2,7,6,5,1,5,4,8,1,2,5,2,2,1,7,4,2,7,5,4,7,1,1,4,7,7,7,4,9,5,7,8,9,4,10,9,10,4,9,9,10,4,4,9,4,5,4,4,3,4,4,5,8,9,1,9,1,8,1,1,9,4,1,9,9,3,9,8,9,9,8,5,3,237,441,230,10,484,99,68,131,204,297,259,309,416,395,215,325,363,215,427,215,411,35,90,29,93,450,34,251,343,450,485,484,421,196,167,87,257,208,122,308,280,88,438,507,134,467,90,217,34,309,196,215,151,7,242,146,381,309,134,216,328,175,68,3,112,385,321,149,68,297,424,433,181,483,62,170,469,27,160,450,392,93,376,497,158,369,409,172,507,368,441,450,466,383,450,53,201,131,257,1046,353.0,693,2,1044.0,1044.0,353.0,691.0,0.0,0.0,0.0,200697.02470492374
1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,3,1,1,3,1,3,1,3,2,2,4,2,3,1,4,4,1,1,3,4,3,2,2,4,1,1,1,2,2,4,4,5,5,2,1,2,2,4,3,5,5,4,2,4,5,3,4,3,5,1,1,6,4,1,6,1,1,4,3,4,5,5,6,2,4,2,4,6,5,5,4,4,7,4,1,3,4,7,7,4,4,3,5,3,6,3,3,4,6,5,7,6,2,7,6,2,7,2,7,3,6,6,5,4,6,4,8,7,5,1,6,9,8,2,5,5,5,5,5,8,5,1,8,5,5,5,2,3,5,8,2,1,1,1,1,8,1,2,7,8,1,10,8,1,8,1,8,8,7,9,7,1,3,10,1,10,10,3,7,9,3,3,4,3,3,10,4,10,10,4,112,311,448,256,93,406,208,145,311,125,464,261,182,212,420,364,315,349,393,133,446,112,135,477,34,101,279,112,432,204,349,446,213,436,26,239,204,326,11,372,420,349,133,391,174,406,107,483,199,27,420,206,267,219,174,451,76,295,420,72,135,55,354,53,446,145,112,252,86,55,483,237,9,237,61,53,237,8,462,237,464,331,73,2,214,271,473,212,304,342,460,204,43,266,326,112,349,406,162,392,1495,437.0,1058,0,1495.0,1495.0,437.0,1058.0,0.0,0.0,0.0,267676.30922938336
2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,3,1,1,1,1,1,3,3,3,3,1,2,1,1,3,1,1,2,2,3,3,4,4,2,1,3,4,1,2,1,3,3,3,3,1,1,3,4,5,2,3,5,4,4,1,2,5,4,5,2,3,3,5,1,3,1,3,2,5,6,6,5,1,4,2,6,1,1,4,2,1,1,6,5,6,6,5,3,5,1,4,1,2,4,5,2,7,7,7,7,4,7,7,6,7,3,2,7,3,5,7,5,4,1,4,8,2,2,1,6,1,8,3,3,8,5,5,7,8,6,6,2,2,2,7,2,6,2,2,3,6,6,6,6,6,2,6,5,9,7,7,7,9,7,7,3,7,7,10,10,7,7,2,2,2,2,5,7,6,11,4,8,6,6,6,6,6,10,6,4,2,6,6,6,8,6,6,4,393,293,248,190,8,459,404,424,369,223,149,110,431,292,62,444,233,30,427,415,161,60,334,13,399,123,110,161,430,264,411,236,218,424,279,98,46,331,459,48,381,328,37,321,361,29,283,204,31,194,365,229,444,228,328,175,411,195,381,394,297,310,208,110,411,139,38,394,320,361,407,77,90,229,451,468,457,214,370,60,62,394,17,362,348,321,304,444,77,99,446,151,65,24,478,264,192,459,465,328,2140,1255.0,885,0,2140.0,2140.0,1255.0,885.0,0.0,0.0,0.0,563682.5137549908
1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,3,2,1,3,1,2,3,1,1,2,3,3,1,1,3,3,2,2,4,1,4,2,1,1,1,2,2,1,3,3,1,2,2,2,3,3,3,2,1,3,2,4,5,4,3,4,2,1,5,2,3,2,1,4,2,2,3,2,1,6,4,6,6,6,2,5,6,6,5,4,3,3,4,5,3,4,1,4,4,6,5,2,2,1,3,1,2,5,1,2,1,1,6,7,4,6,5,1,8,8,6,2,6,1,4,6,6,8,3,7,6,5,6,1,1,2,8,2,7,7,4,9,3,9,7,1,7,2,4,3,4,9,4,1,8,5,2,3,10,7,9,7,7,7,3,3,7,1,7,6,9,7,7,7,7,7,1,7,4,3,3,10,5,1,10,10,5,5,3,3,5,3,10,10,10,10,10,2,212,175,101,28,86,225,80,113,72,381,230,426,237,377,476,220,392,4,21,472,480,230,426,480,274,245,350,264,209,249,111,332,307,415,340,232,350,340,415,355,153,369,512,57,257,177,247,369,406,307,189,447,340,352,58,302,445,30,369,105,444,364,235,161,146,350,196,392,58,320,444,67,57,360,488,196,146,222,256,122,130,402,307,67,99,42,20,177,426,217,209,33,284,62,480,360,392,331,343,350,1871,926.0,945,1,1870.0,1870.0,926.0,944.0,0.0,0.0,0.0,694956.6541506106
2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,3,3,1,3,1,3,1,1,1,1,1,3,1,1,2,2,1,3,1,2,3,1,3,2,3,3,3,2,2,4,2,2,1,1,4,1,4,3,5,5,1,1,1,4,5,2,2,5,1,1,1,1,5,3,4,5,5,1,1,4,6,4,5,2,4,5,4,5,4,2,4,4,3,1,4,2,5,4,6,2,7,6,3,5,7,5,7,1,4,7,4,1,4,7,7,1,2,7,1,8,8,6,2,2,6,8,6,4,1,6,5,1,6,4,4,2,7,6,1,2,7,7,3,2,1,2,2,5,2,5,7,9,2,2,3,4,2,7,10,2,8,8,1,2,2,3,6,8,8,3,6,8,8,8,8,8,2,2,2,10,6,3,10,10,3,10,10,11,10,10,2,8,3,3,6,3,10,2,89,247,263,353,89,198,325,406,406,444,46,284,83,434,457,478,331,383,421,375,168,383,196,5,48,92,434,338,254,306,115,270,270,253,365,67,365,83,58,108,353,115,367,361,42,137,1,126,230,58,63,284,236,169,253,419,73,135,196,58,99,239,382,228,419,460,254,149,270,30,115,20,233,300,236,126,481,154,440,458,278,254,115,334,371,114,505,353,178,110,42,99,325,162,48,83,419,254,202,24,609,545.0,64,0,609.0,609.0,545.0,64.0,0.0,0.0,0.0,187788.9469033324
2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,3,2,2,2,2,3,1,3,2,1,1,1,4,3,3,4,1,2,3,2,3,1,4,1,1,1,3,1,3,3,2,3,2,3,5,4,2,1,4,1,3,3,4,4,2,2,1,4,4,5,5,2,6,4,3,3,5,6,5,6,1,6,5,4,5,4,3,5,5,3,5,1,7,3,1,4,1,2,3,3,2,4,2,6,4,5,5,2,6,4,1,6,4,6,8,1,6,6,8,5,1,3,4,8,5,6,8,8,2,6,8,2,2,7,9,1,5,1,4,7,2,2,2,2,7,2,9,2,6,4,2,6,9,4,4,7,4,7,4,10,2,4,9,2,7,9,7,4,4,7,4,4,8,9,9,5,9,9,9,9,8,1,3,5,8,9,1,1,3,5,9,9,5,498,404,55,469,395,165,401,146,324,337,468,225,395,379,216,395,490,35,419,476,107,500,337,490,17,453,288,225,401,298,50,280,324,124,79,167,182,298,487,140,9,124,481,459,113,288,132,509,132,150,150,381,297,339,52,434,61,432,361,326,399,245,428,459,225,177,50,245,369,258,327,169,361,5,66,289,319,192,193,107,322,337,441,173,510,202,375,386,432,100,193,4,459,381,477,169,216,471,280,2027,1271.0,756,0,2027.0,2027.0,1271.0,756.0,0.0,0.0,0.0,434241.5301524165
2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,3,2,2,2,2,2,3,2,1,1,1,3,2,1,2,3,2,3,3,1,3,3,2,4,4,2,4,4,3,3,3,4,3,1,3,4,5,1,2,2,3,1,1,4,5,4,2,5,3,5,1,2,4,2,1,5,1,1,3,3,1,4,4,1,2,1,3,5,4,3,6,4,5,5,3,3,1,7,5,3,6,3,2,7,1,1,3,3,1,2,6,2,3,2,3,1,8,7,3,2,1,1,3,2,7,2,5,4,8,4,6,5,9,4,4,4,4,4,8,4,4,1,4,4,4,4,4,9,6,2,1,1,7,6,6,6,6,6,3,3,3,6,6,1,6,9,6,6,6,6,6,8,2,7,5,1,7,5,1,7,5,10,7,7,4,1,7,7,11,1,7,10,117,17,425,137,475,240,237,120,453,157,71,27,342,277,254,435,512,413,410,169,461,46,110,258,219,413,89,33,499,381,321,405,438,70,272,175,272,342,102,341,70,56,270,363,199,342,81,468,19,45,321,511,135,378,432,71,225,380,364,206,405,133,404,8,230,27,296,465,71,185,478,59,49,301,416,240,475,290,344,19,491,97,321,61,288,218,299,321,27,294,46,413,493,481,437,166,58,185,373,240,1655,1007.0,648,0,1655.0,1655.0,1007.0,648.0,0.0,0.0,0.0,627368.0783458682
1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,3,3,1,3,3,1,3,1,1,3,1,2,3,2,3,3,2,2,1,3,3,2,1,1,3,2,1,1,2,1,2,1,2,3,2,3,4,3,5,2,3,4,4,3,2,3,4,5,4,2,3,4,4,1,1,1,6,2,2,5,1,3,5,4,2,5,6,4,1,5,5,3,1,5,3,4,7,4,5,5,7,5,7,1,6,4,7,1,4,7,4,2,4,5,6,4,1,6,3,1,5,4,5,2,5,4,6,1,6,8,2,5,8,5,1,5,1,3,9,3,4,9,5,8,8,4,3,5,8,3,3,3,2,2,9,9,9,6,6,6,6,6,6,8,9,6,6,6,6,6,6,6,6,6,6,2,7,5,7,7,6,7,7,9,7,10,7,7,1,1,7,7,10,6,1,2,493,389,336,68,486,82,2,369,322,89,301,75,341,38,389,153,464,82,76,217,139,325,318,389,287,153,411,493,236,23,275,341,464,345,230,340,301,368,286,151,190,301,26,189,322,370,157,389,357,411,168,354,172,96,204,495,490,75,418,241,48,78,26,241,509,435,304,227,438,107,51,221,494,11,182,189,202,476,465,30,53,179,389,53,305,27,155,332,265,389,182,106,468,449,10,49,281,241,290,389,1833,783.0,1050,0,1833.0,1833.0,783.0,1050.0,0.0,0.0,0.0,756363.8020237585
1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,3,1,2,3,3,3,1,2,3,2,2,2,1,1,1,1,1,1,3,2,1,4,1,4,2,2,4,1,1,2,2,1,2,2,4,2,1,4,4,4,2,4,2,5,4,2,3,2,5,3,3,1,2,2,1,1,5,5,1,4,6,3,1,4,1,1,2,3,6,5,4,6,4,5,2,4,4,6,7,5,3,1,2,4,7,3,1,2,6,2,4,7,5,7,1,7,4,8,4,6,8,6,2,1,6,3,5,1,2,5,8,4,8,1,7,6,5,3,6,6,6,3,6,1,6,6,6,6,3,6,6,6,6,3,5,4,1,6,9,9,1,1,9,2,10,7,10,9,9,9,10,1,1,3,1,1,1,9,11,7,3,3,3,3,6,3,11,6,6,5,3,3,11,3,7,7,6,179,312,216,161,256,238,226,481,111,498,10,61,256,132,267,130,500,180,344,18,415,234,312,438,204,498,111,204,26,118,467,438,429,61,25,81,456,455,493,228,27,480,44,352,190,157,480,311,79,346,438,254,61,512,111,61,330,327,148,42,190,113,33,66,238,180,35,200,481,212,469,476,283,480,199,429,364,132,218,309,477,274,200,255,212,26,128,204,438,180,477,458,1,63,153,291,80,286,227,42,725,612.0,113,0,725.0,725.0,612.0,113.0,0.0,0.0,0.0,115346.72992327368
